Snake,Reference,Note,"SVMP (Snake Venom Metalloproteinase), %","PI-SVMP (Snake Venom Metalloproteinase-PI), %","PII-SVMP (Snake Venom Metalloproteinase PII), %","PIII-SVMP (Snake Venom Metalloproteinase PIII), %","SVMPi (Snake Venom Metalloproteinase inhibitor), %","Disintegrin, %","Short disintegrin, %","Mediumdisintegrin, %","Largedisintegrin, %","Long disintegrin, %","Dimeric disintegrin, %","CTL (C-typelectin), %","DC-fragment (disintegrin-like/cysteine-ichdomains of PIII-SVMP), %","CRISP (cysteine-rich secretory protein), %","3Ftx (three-finger toxin), %","?-NTx (?-NeuroToxin), %","NTx (NeuroToxin), %","SNTx (Short chain NeuroToxin), %","LNTx (Long chain NeuroToxin), %","WNTx (Weak Neurotoxin), %","PLB (Phospholipase B), %","PLA2 (Phospholipases A2), %","Acidic PLA2 (Phospholipases A2), %","Basic PLA2 (Phospholipases A2), %","K49-PLA2, %","D49-PLA2, %","Cro-toxin, %","SP (Serine roteinase), %","SPi (Serine Proteinase inhibitor), %","KuTi (Kunitz-type nhibitor), %","KaTi (Kazal-type inhibitor), %","KLK (Kallikrein), %","LAAO (L-Amino Acid oxidase), %","VAP (VasoActive Peptides), %","BPP (Bradykinin-Potentiating Peptides), %","BIP (Bradykinin-Inhibitory Peptide), %","VEGF (Vascular Endothelial Growth Factor), %","CVF (Cobra Venom Factor), %","NP (Natriuretic Peptide), %","Muscarinic-toxin, %","Cyto-toxin, %","Myo-toxin, %","Mojave-toxin, %","Sarafo-toxin, %","Trimucro-toxin, %","Waprin, %","Navaprin, %","Ohanin, %","Oscutarin C, %","Cystatin, %","Crotamine, %","Vespryn, %","HYA (HYAluronidase), %","KTC (proKineTiCin), %","NGF (Nerve Growth Factor), %","ILGF-1 (insulin-like growth factor), %","PDE (PhosphoDiEsterases), %","ACHE (AcetylCHolineEsterase), %","NT5 (5NucleoTidase), %","EP (EndoPeptidase), %","EN (EndoNuclease), %","Trypsinogen, %","QC (Glutaminyl Cyclase), %","CCM (Complement Control Module), %","LIPA (Lysosomal Lipase A), %","TRF (TRansFerrin), %","CTT (Cytidyltransferase), %","ALB (ALBumins), %","HBG (HemoGloBins), %","pG peptides (polyGly peptides), %","pGpH peptides (Gly-His-rich peptide), %","beta-BTx (beta-bungarotoxin), %","Gal (galactose-binding lectin), %","Selectins, %","FMO (flavin monoamine oxidases), %","GP (glutathione peroxidase), %","CELF (Type-B carboxylesterases/lipases), %","Atragin, %","AMT (AminoTransferase), %","Aspartic protease, %","TBP (Toxin biosynthesis proteins), %","BP (Blood Proteins), %","KNL (Kinesin-like protein), %","NTP (Neurotrophin), %","Fibrinogenases, %","AP (AminoPeptidase), %","ChE (Cholinesterase), %","OLP (Ohanin like proteins), %","CRVP (Cysteine Rich Venom Proteine), %","NMG (Neuronal membrane glycoprotein), %","RIB (ribosomal protein), %","ECTONT (ecto-59-nucleotidase), %","Actin, %","Unknown peptides, %","Non-toxin, %","Unknown/Undetermined, %","Sum, %"
Crotalus durissus terrificus,https://www.ncbi.nlm.nih.gov/pubmed/19863078,Brazil,0.00,0.00,0.00,4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.50,8.20,0.00,0.00,0.00,0.00,4.50,0.00,0.50,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00
Crotalus durissus terrificus,https://www.ncbi.nlm.nih.gov/pubmed/20205475,Origin unknown,3.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.50,0.00,0.00,0.00,0.00,0.00,25.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.90,0.00,1.90,0.00,7.80,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.70,0.00,0.00,100.00
Crotalus horridus*,https://www.ncbi.nlm.nih.gov/pubmed/23758969,Florida,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.80,0.00,0.00,0.00,0.00,0.00,58.20,0.00,0.00,0.00,0.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.58,100.00
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,Catalina Island 1,0.00,0.00,0.00,0.00,23.67,0.00,0.00,0.00,0.00,0.00,0.00,9.17,0.00,15.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,4.15,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.30,0.00,0.00,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.01
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,Phelan 1,0.00,0.00,0.00,0.00,26.34,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.16,5.26,0.00,9.53,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.01
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,Idyllwild 1,0.00,0.00,0.00,0.00,0.30,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.26,5.48,0.00,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,100.00
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,Phelan 2,0.00,0.00,0.00,0.00,51.01,3.08,0.00,0.00,0.00,0.00,0.00,1.50,0.00,1.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.31,7.99,0.00,6.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,100.00
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,Loma Linda 1,0.00,0.00,0.00,0.00,16.91,1.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.20,4.52,0.00,8.58,0.00,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,100.00
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,Idyllwild 3,0.00,0.00,0.00,0.00,0.10,2.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.86,2.89,0.00,3.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,100.00
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,Idyllwild 2,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.25,3.80,0.00,1.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,100.00
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,Phelan 3,0.00,0.00,0.00,0.00,18.20,1.17,0.00,0.00,0.00,0.00,0.00,0.85,0.00,4.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.26,8.70,0.00,5.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,100.00
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,Loma Linda 2,0.00,0.00,0.00,0.00,33.36,1.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.51,7.52,0.00,9.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.91,100.00
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,Catalina Island 2,0.00,0.00,0.00,0.00,14.88,0.00,0.00,0.00,0.00,0.00,0.00,9.50,0.00,18.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.95,7.11,0.00,9.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.84,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.13,100.00
Crotalus oreganus helleri,https://www.ncbi.nlm.nih.gov/pubmed/24463169,Catalina Island 3,0.00,0.00,0.00,0.00,29.09,0.00,0.00,0.00,0.00,0.00,0.00,15.01,0.00,13.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.23,0.00,0.00,8.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.69,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.34,100.00
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,Arizona (A-101),0.00,8.07,0.00,49.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.06,0.00,24.50,0.00,0.00,0.00,0.00,1.10,5.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,100.01
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,Arizona (F-303),0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.48,0.00,36.13,0.00,0.00,0.00,0.00,0.10,3.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,0.00,0.00,100.01
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,Arizona (F-307),0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.89,0.00,41.52,0.00,0.00,0.00,0.00,0.10,3.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.89,0.00,0.00,100.00
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,Arizona (E-105),0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.88,0.00,37.52,0.00,0.00,0.00,0.00,0.10,2.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.54,17.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.29,0.00,0.00,99.98
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,Arizona (E-104),0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.77,0.00,28.84,0.00,0.00,0.00,0.00,1.30,3.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.03,17.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.00,100.00
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,Arizona (E-106),0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.29,0.00,28.07,0.00,0.00,0.00,0.00,1.20,5.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.38,27.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.90,0.00,0.00,100.00
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,Arizona (E-203),0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.59,0.00,32.07,0.00,0.00,0.00,0.00,0.80,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.18,35.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.90,0.00,0.00,100.00
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,New Mexico (F-301),0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.89,0.00,29.77,0.00,0.00,0.00,0.00,1.10,4.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.20,0.00,0.00,100.01
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,Arizona (A-103),0.00,8.99,0.00,50.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.09,0.00,21.88,0.00,0.00,0.00,0.00,1.30,5.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,100.00
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,Arizona (E-202),0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.79,0.00,30.87,0.00,0.00,0.00,0.00,1.40,1.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.49,39.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.80,0.00,0.00,100.01
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,Arizona (E-204),0.00,0.00,0.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.80,0.00,30.10,0.00,0.00,0.00,0.00,0.70,2.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.90,27.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.30,0.00,0.00,100.00
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,Arizona (A-108),0.00,9.60,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.20,0.00,23.80,0.00,0.00,0.00,0.00,1.20,4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,100.00
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,Arizona (B-110),0.00,7.10,0.00,41.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.30,0.00,22.20,0.00,0.00,0.00,0.00,2.10,5.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,100.00
Crotalus scutulatus scutulatus,https://www.ncbi.nlm.nih.gov/pubmed/22446891,Arizona (C-107),0.00,7.80,0.00,44.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.60,0.00,18.90,0.00,0.00,0.00,0.00,1.50,4.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,100.00
