Snake,Reference,Note,"SVMP (Snake Venom Metalloproteinase), mg","PI-SVMP (Snake Venom Metalloproteinase-PI), mg","PII-SVMP (Snake Venom Metalloproteinase PII), mg","PIII-SVMP (Snake Venom Metalloproteinase PIII), mg","SVMPi (Snake Venom Metalloproteinase inhibitor), mg","Disintegrin, mg","Short disintegrin, mg","Medium disintegrin, mg","Large disintegrin, mg","Long disintegrin, mg","Dimeric disintegrin, mg","CTL (C-type Lectin), mg","DC-fragment (Disintegrin-like/Cysteine-Ichdomains of PIII-SVMP), mg","CRISP (Cysteine-Rich Secretory Protein), mg","3Ftx (Three-Finger Toxin), mg","alpha-NTx (alpha-NeuroToxin), mg","NTx (NeuroToxin), mg","SNTx (Short chain Neurotoxin), mg","LNTx (Long chain Neurotoxin), mg","WNTx (Weak Neurotoxin), mg","PLB (Phospholipase B), mg","PLA2 (Phospholipase A2), mg","Acidic PLA2 (Phospholipase A2), mg","Basic PLA2 (Phospholipase A2), mg","K49-PLA2 (Phospholipase A2), mg","D49-PLA2 (Phospholipase A2), mg","Crotoxin, mg","SP (Serine-Proteinase), mg","SPi (Serine-Proteinase inhibitor), mg","KuTi (Kunitz-type Inhibitor), mg","KaTi (Kazal-type Inhibitor), mg","KLK (Kallikrein), mg","LAAO (L-Amino Acid Oxidase), mg","VAP (Vasoactive Peptides), mg","BPP (Bradykinin-Potentiating Peptides), mg","BIP (Bradykinin-Inhibitory Peptides), mg","VEGF (Vascular Endothelial Growth Factor), mg","CVF (Cobra Venom Factor), mg","NP (Natriuretic Peptide), mg","Muscarinic-toxin, mg","Cytotoxin, mg","Myotoxin, mg","Mojave toxin, mg","Sarafotoxin, mg","Trimucrotoxin, mg","Waprin, mg","Navaprin, mg","Ohanin, mg","Oscutarin C, mg","Cystatin, mg","Crotamine, mg","Vespryn, mg","HYA (Hyaluronidase), mg","KTC (prokineticin), mg","NGF (Nerve Growth Factor), mg","ILGF-1 (Insulin-like Growth Factor), mg","PDE (Phosphodiesterases), mg","ACHE (Acetylcholineesterase), mg","NT5 (5NucleoTidase), mg","EP (Endopeptidase), mg","EN (Endonuclease), mg","Trypsinogen, mg","QC (Glutaminyl Cyclase), mg","CCM (Complement Control Module), mg","LIPA (Lysosomal Lipase A), mg","TRF (Transferrin), mg","CTT (Cytidyltransferase), mg","ALB (Albumin), mg","HBG (Hemoglobin), mg","pG peptides (Poly-Gly Peptides), mg","pGpH peptides (Gly-His-rich Peptides), mg","beta-BTx (beta-bungarotoxin), mg","Gal (galactose-binding lectin), mg","Selectins, mg","FMO (flavin monoamine oxidases), mg","GP (glutathione peroxidase), mg","CELF (Type-B carboxylesterases/lipases), mg","Atragin, mg","AMT (AminoTransferase), mg","Aspartic protease, mg","TBP (Toxin biosynthesis proteins), mg","BP (Blood Proteins), mg","KNL (Kinesin-like protein), mg","NTP (Neurotrophin), mg","Fibrinogenases, mg","AP (AminoPeptidase), mg","ChE (Cholinesterase), mg","OLP (Ohanin like proteins), mg","CRVP (Cysteine Rich Venom Proteine), mg","NMG (Neuronal membrane glycoprotein), mg","RIB (ribosomal protein), mg","ECTONT (ecto-59-nucleotidase), mg","Actin, mg","Unknown peptides, mg","Non-toxin, mg","Unknown/Undetermined, mg","Sum, mg"
Naja kaouthia,https://www.ncbi.nlm.nih.gov/pubmed/28263888,China,8.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.07,0.00,0.00,0.00,64.55,34.13,110.56,0.00,199.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.97,207.02,0.00,0.00,0.00,0.00,0.00,0.00,68.26,0.00,0.00,0.00,0.00,0.00,0.00,7.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,742.74
Naja katiensis,https://www.ncbi.nlm.nih.gov/pubmed/21171584,Burkina faso,0.00,0.00,0.00,3.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,67.10,0.00,0.00,0.00,0.00,0.00,0.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,100.10
Naja melanoleuca,https://www.ncbi.nlm.nih.gov/pubmed/27593527,Uganda,106.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.61,0.00,83.75,629.24,0.00,0.00,0.00,0.00,0.00,0.00,142.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.51,0.00,0.00,0.00,0.00,0.00,0.00,4.41,0.00,12.12,0.00,0.00,3.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.31,27.55,9.92,12.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.22,"1,102.00"
Naja mossambica,https://www.ncbi.nlm.nih.gov/pubmed/21171584,Tanzania,0.00,0.00,0.00,17.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,454.61,0.00,0.00,0.00,0.00,0.00,0.00,177.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.62,0.00,0.00,656.00
Naja naja,https://www.ncbi.nlm.nih.gov/pubmed/26506536,Sri Lanka,5.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,490.87,0.00,0.00,0.00,0.00,0.00,0.00,85.10,0.00,0.00,0.00,0.00,0.00,0.00,2.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.63,0.00,0.00,0.00,0.00,0.00,0.00,0.43,610.00
Naja naja,https://www.ncbi.nlm.nih.gov/pubmed/26506536,North-west India,5.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,452.50,0.00,0.00,0.00,0.00,0.00,0.00,130.72,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.43,0.00,0.00,0.00,0.00,0.00,0.00,1.16,610.00
Naja naja,https://www.ncbi.nlm.nih.gov/pubmed/28062377,Eastern India,6.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.81,389.18,0.00,0.00,0.00,0.00,0.00,0.00,69.54,0.00,0.00,0.00,0.00,0.00,1.83,0.00,2.44,0.00,0.00,4.88,0.00,0.00,0.00,0.00,6.71,12.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.49,0.00,12.81,38.43,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.60,7.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,610.00
Naja nigricollis,https://www.ncbi.nlm.nih.gov/pubmed/21171584,Nigeria,0.00,0.00,0.00,8.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,265.35,0.00,0.00,0.00,0.00,0.00,0.00,79.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,0.00,0.00,362.00
Naja pallida,https://www.ncbi.nlm.nih.gov/pubmed/21171584,Kenya,0.00,0.00,0.00,4.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,176.02,0.00,0.00,0.00,0.00,0.00,0.00,78.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.56,0.00,0.00,260.26
Notechis scutatus,https://www.ncbi.nlm.nih.gov/pubmed/27282922,Australia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.50,61.24,0.00,0.00,0.00,13.04,0.00,9.07,0.00,0.00,3.78,0.00,0.00,0.00,0.00,0.00,11.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.00,2.65,0.00,0.00,2.65,2.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.40,188.43
Oxyuranus scutellatus canni,https://www.ncbi.nlm.nih.gov/pubmed/22266484,Papua New Guinea,78.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.29,0.00,7.06,37.04,0.00,0.00,0.00,0.00,0.00,0.00,602.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,114.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,883.76
Oxyuranus scutellatus scutellatus,https://www.ncbi.nlm.nih.gov/pubmed/22266484,Australia,45.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.29,13.23,0.00,0.00,0.00,0.00,0.00,0.00,700.31,0.00,0.00,0.00,0.00,0.00,5.29,0.00,68.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.75,0.00,0.00,882.00
Porthidium ophryomegas,https://www.ncbi.nlm.nih.gov/pubmed/22212456,Costa Rica,9.00,0.00,0.00,0.00,0.00,3.34,0.00,0.00,0.00,0.00,0.00,1.60,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,0.00,0.00,1.46,0.00,0.00,0.00,0.00,0.66,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,20.00
Protobothrops flavoviridis*,https://www.ncbi.nlm.nih.gov/pubmed/26315097,Japan,61.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.18,0.00,7.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,196.36,0.00,0.00,0.00,0.00,0.00,41.75,0.00,0.00,0.00,0.00,10.97,0.00,0.00,0.00,0.00,0.00,9.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.06,353.80
Pseudechis australis,https://www.ncbi.nlm.nih.gov/pubmed/21417486,Pooled,425.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,148.37,0.00,0.00,0.00,0.00,0.00,0.00,8.02,0.00,0.00,0.00,160.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.05,0.00,0.00,0.00,20.05,0.00,0.00,0.00,0.00,0.00,0.00,20.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,802.00
Sistrurus catenatus catenatus,https://www.ncbi.nlm.nih.gov/pubmed/16944921,Ohio,19.71,0.00,0.00,0.00,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.46,0.00,0.00,0.00,0.00,0.00,8.19,0.00,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.05
Sistrurus catenatus edwardsii,https://www.ncbi.nlm.nih.gov/pubmed/16944921,Colorado,21.87,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.05,0.05,4.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.17,0.00,0.00,0.00,0.00,0.00,10.98,0.00,0.05,0.00,0.00,1.13,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.59
Sistrurus catenatus tergeminus,https://www.ncbi.nlm.nih.gov/pubmed/16944921,Kansas,18.27,0.00,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.22,0.00,0.00,0.00,0.00,0.00,9.18,0.00,0.00,0.00,0.00,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.05
Vipera berus berus,https://www.ncbi.nlm.nih.gov/pubmed/27327134,Croatia,3.42,0.00,0.00,0.00,0.72,0.18,0.00,0.00,0.00,0.00,0.00,0.36,0.00,1.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.00,0.00,5.58,0.00,0.01,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.13,18.00
